brand,name,type,country,ingredient_list,ingredient_count,claimed_concerns,positive_concerns,negative_concerns,condition_concerns,positive_count,negative_count,condition_count,has_fragrance,has_drying_alcohol,has_irritants,has_vitamin_c,has_hyaluronic_acid,has_niacinamide,has_ceramides,has_aha,has_bha,has_retinoids,has_peptides,has_antioxidants,antioxidant_list,humectant_list,emollient_list,occlusive_list,peptide_list,retinoid_list,exfoliant_list,plant_extract_list,absorbent_list,film_forming_list,texture_enhancer_list,fragrance_ingredients,irritant_ingredients,drying_alcohol_ingredients
Round Lab,Birch Juice Moisturizing Sun Stick,sunscreen,South Korea,"['Water' 'Coco-Caprylate/Caprate' 'Dibutyl Adipate' 'Synthetic Wax'
 'Butyloctyl Salicylate' 'Diethylamino Hydroxybenzoyl Hexyl Benzoate'
 'Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer'
 'Butylene Glycol' 'Ethylhexyl Triazone' 'Ozokerite' 'Niacinamide'
 'Vinyl Dimethicone' 'Polysilicone-15'
 'Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine'
 'Adansonia Digitata Seed Extract' 'Glyceryl Glucoside' 'Glycerin'
 'Laminaria Japonica Extract' 'Ulmus Davidiana Root Extract'
 'Aloe Barbadensis Leaf Extract' 'Viola Mandshurica Flower Extract'
 'Dioscorea Japonica Root Extract' 'Hyaluronic Acid' 'Ascorbic Acid'
 'Sodium Hyaluronate' 'Portulaca Oleracea Extract'
 'Dipotassium Glycyrrhizate' 'Allantoin' 'Nonapeptide-1'
 'Dipeptide Diaminobutyroyl Benzylamide Diacetate' 'Acetyl Hexapeptide-8'
 'Copper Tripeptide-1' 'Tripeptide-1' 'Palmitoyl Tetrapeptide-7'
 'Palmitoyl Tripeptide-1' 'Palmitoyl Tripeptide-5'
 'Palmitoyl Pentapeptide-4' 'Palmitoyl Hexapeptide-12' 'Pentapeptide-3'
 'Hexapeptide-9' 'Adenosine' 'Ethylhexylglycerin'
 'Polyglyceryl-5 Polyricinoleate' 'Glyceryl Caprylate' 'Caprylyl Glycol'
 'Oryza Sativa Bran Oil'
 'Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone'
 'Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate'
 'Sodium Chloride' '2-Hexanediol' 'Tocopherol']",51,"['good_for_oily_skin' 'redness_reducing' 'skin_texture' 'anti_aging'
 'dark_spots' 'scar_healing' 'acne_fighting' 'brightening'
 'may_worsen_oily_skin' 'irritating']","['good_for_oily_skin' 'redness_reducing' 'skin_texture' 'anti_aging'
 'dark_spots' 'scar_healing' 'acne_fighting' 'brightening']",['may_worsen_oily_skin' 'irritating'],[],8,2,0,False,False,False,True,True,True,False,False,False,False,True,True,"['Niacinamide', 'Adansonia Digitata Seed Extract', 'Glyceryl Glucoside', 'Laminaria Japonica Extract', 'Ulmus Davidiana Root Extract', 'Aloe Barbadensis Leaf Extract', 'Viola Mandshurica Flower Extract', 'Dioscorea Japonica Root Extract', 'Hyaluronic Acid', 'Ascorbic Acid', 'Sodium Hyaluronate', 'Portulaca Oleracea Extract', 'Dipotassium Glycyrrhizate', 'Copper Tripeptide-1', 'Tocopherol']","['Butylene Glycol', 'Niacinamide', 'Glyceryl Glucoside', 'Glycerin', 'Ulmus Davidiana Root Extract', 'Aloe Barbadensis Leaf Extract', 'Hyaluronic Acid', 'Sodium Hyaluronate', 'Acetyl Hexapeptide-8', 'Ethylhexylglycerin']","['Coco-Caprylate/Caprate', 'Dibutyl Adipate', 'Butyloctyl Salicylate', 'Adansonia Digitata Seed Extract', 'Glyceryl Caprylate']",['Ozokerite'],"['Dipeptide Diaminobutyroyl Benzylamide Diacetate', 'Acetyl Hexapeptide-8', 'Copper Tripeptide-1', 'Tripeptide-1', 'Palmitoyl Tetrapeptide-7', 'Palmitoyl Tripeptide-1', 'Palmitoyl Tripeptide-5', 'Palmitoyl Pentapeptide-4', 'Palmitoyl Hexapeptide-12']",[],[],"['Adansonia Digitata Seed Extract', 'Laminaria Japonica Extract', 'Ulmus Davidiana Root Extract', 'Aloe Barbadensis Leaf Extract', 'Viola Mandshurica Flower Extract', 'Dioscorea Japonica Root Extract', 'Portulaca Oleracea Extract', 'Dipotassium Glycyrrhizate', 'Allantoin', 'Adenosine', 'Caprylyl Glycol']",[],['Dibutyl Adipate'],"['Synthetic Wax', 'Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer', 'Butylene Glycol', 'Ozokerite', 'Glycerin', 'Hyaluronic Acid', 'Sodium Chloride']",[],[],[]
L'Oreal,10% Pure Glycolic Acid Serum,serum,France,"['Water' 'Glycolic Acid' 'Acetic Acid' 'Glycerin' 'Alcohol'
 'Alcohol Denat.' 'Sodium Iodide' 'Sodium Hydroxide'
 'Aloe Barbadensis Leaf' 'Euterpe Oleracea Juice' 'Hyaluronic Acid'
 'Hydroxyethylcellulose' 'Ascorbyl Stearate' 'Coco-Glucoside'
 'Citric Acid' 'Potassium Iodide' 'Tea-Sorbate' 'Sodium Benzoate']",18,"['good_for_oily_skin' 'redness_reducing' 'skin_texture'
 'reduces_large_pores' 'anti_aging' 'dark_spots' 'scar_healing'
 'brightening' 'drying' 'irritating' 'rosacea']","['good_for_oily_skin' 'redness_reducing' 'skin_texture'
 'reduces_large_pores' 'anti_aging' 'dark_spots' 'scar_healing'
 'brightening']",['drying' 'irritating'],['rosacea'],8,2,1,False,True,True,False,True,False,False,True,False,False,False,True,['Hyaluronic Acid'],"['Glycolic Acid', 'Glycerin', 'Hyaluronic Acid']",['Alcohol'],[],[],[],['Glycolic Acid'],[],[],['Hydroxyethylcellulose'],"['Glycerin', 'Hyaluronic Acid', 'Hydroxyethylcellulose']",[],"['Acetic Acid', 'Alcohol', 'Alcohol Denat.']",['Alcohol Denat.']
Round Lab,Birch Juice Moisturizing Serum,serum,South Korea,"['Water' 'Methylpropanediol' 'Glycerin' '2-Hexanediol' 'Polyglycerin-3'
 'Caprylic/Capric Triglyceride' 'Betula Platyphylla Japonica Juice'
 'Sodium Hyaluronate' 'Glyceryl Glucoside' 'Hydrolyzed Hyaluronic Acid'
 'Butylene Glycol' 'Hyaluronic Acid' 'Ascorbic Acid' 'Beta-Glucan'
 'Dipotassium Glycyrrhizate' 'Hydrogenated Lecithin' 'Ethylhexylglycerin'
 'Eclipta Prostrata Leaf Extract' 'Laminaria Japonica Extract'
 'Avena Sativa Kernel Extract' 'Cynara Scolymus Leaf Extract'
 'Pteris Multifida Extract' 'Melia Azadirachta Leaf Extract'
 'Melia Azadirachta Flower Extract' 'Coccinia Indica Fruit Extract'
 'Aloe Barbadensis Flower Extract' 'Solanum Melongena Fruit Extract'
 'Ocimum Sanctum Leaf Extract' 'Corallina Officinalis Extract'
 'Curcuma Longa Root Extract' 'Cyclohexasiloxane' 'Dipropylene Glycol'
 'Ammonium Acryloyldimethyltaurate/Vp Copolymer' 'Xanthan Gum'
 'Fructooligosaccharides' 'Carbomer' 'Disodium EDTA' 'Polyquaternium-51'
 'Tromethamine' 'Tocopherol']",40,"['good_for_oily_skin' 'redness_reducing' 'skin_texture' 'anti_aging'
 'dark_spots' 'scar_healing' 'brightening' 'irritating']","['good_for_oily_skin' 'redness_reducing' 'skin_texture' 'anti_aging'
 'dark_spots' 'scar_healing' 'brightening']",['irritating'],[],7,1,0,False,False,False,True,True,False,False,False,False,False,False,True,"['Sodium Hyaluronate', 'Glyceryl Glucoside', 'Hyaluronic Acid', 'Ascorbic Acid', 'Beta-Glucan', 'Dipotassium Glycyrrhizate', 'Eclipta Prostrata Leaf Extract', 'Laminaria Japonica Extract', 'Avena Sativa Kernel Extract', 'Cynara Scolymus Leaf Extract', 'Pteris Multifida Extract', 'Melia Azadirachta Leaf Extract', 'Melia Azadirachta Flower Extract', 'Coccinia Indica Fruit Extract', 'Aloe Barbadensis Flower Extract', 'Solanum Melongena Fruit Extract', 'Ocimum Sanctum Leaf Extract', 'Corallina Officinalis Extract', 'Curcuma Longa Root Extract', 'Tocopherol']","['Methylpropanediol', 'Glycerin', 'Sodium Hyaluronate', 'Glyceryl Glucoside', 'Hydrolyzed Hyaluronic Acid', 'Butylene Glycol', 'Hyaluronic Acid', 'Ethylhexylglycerin', 'Fructooligosaccharides', 'Polyquaternium-51']","['Caprylic/Capric Triglyceride', 'Hydrogenated Lecithin', 'Corallina Officinalis Extract', 'Cyclohexasiloxane']",[],[],[],[],"['Caprylic/Capric Triglyceride', 'Beta-Glucan', 'Dipotassium Glycyrrhizate', 'Eclipta Prostrata Leaf Extract', 'Laminaria Japonica Extract', 'Avena Sativa Kernel Extract', 'Cynara Scolymus Leaf Extract', 'Pteris Multifida Extract', 'Melia Azadirachta Leaf Extract', 'Melia Azadirachta Flower Extract', 'Coccinia Indica Fruit Extract', 'Aloe Barbadensis Flower Extract', 'Solanum Melongena Fruit Extract', 'Ocimum Sanctum Leaf Extract', 'Corallina Officinalis Extract', 'Curcuma Longa Root Extract']",[],"['Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Polyquaternium-51']","['Glycerin', 'Caprylic/Capric Triglyceride', 'Butylene Glycol', 'Hyaluronic Acid', 'Beta-Glucan', 'Dipropylene Glycol', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Xanthan Gum', 'Carbomer']",[],[],[]
Naturium,Quadruple Hyaluronic Acid Serum 5%,serum,United States,"['Water' 'Glycerin' 'Propanediol' 'Hyaluronic Acid'
 'Hydrolyzed Hyaluronic Acid' 'Apricot Kernel Oil Polyglyceryl-6 Esters'
 'Polyglyceryl-6 Oleate' 'Caprylyl Glycol' 'Polyglyceryl-10 Oleate'
 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer' 'Magnolol' 'Kaempferol'
 'Phospholipids' 'Sodium Hyaluronate' 'Sphingolipids'
 'Ascorbyl Tetraisopalmitate' 'Tocopheryl Acetate' 'Phenoxyethanol'
 'Sorbitan Palmate' 'Potassium Sorbate' 'Sodium Hydroxide'
 'Glyceryl Polyacrylate' 'Xanthan Gum' 'Honey' 'Hexylene Glycol'
 'Sodium Dehydroacetate' 'Citric Acid']",27,"['good_for_oily_skin' 'redness_reducing' 'skin_texture' 'anti_aging'
 'dark_spots' 'scar_healing' 'brightening' 'irritating']","['good_for_oily_skin' 'redness_reducing' 'skin_texture' 'anti_aging'
 'dark_spots' 'scar_healing' 'brightening']",['irritating'],[],7,1,0,False,False,False,True,True,False,False,True,False,False,False,True,"['Hyaluronic Acid', 'Phospholipids', 'Sodium Hyaluronate', 'Ascorbyl Tetraisopalmitate', 'Tocopheryl Acetate', 'Honey']","['Glycerin', 'Hyaluronic Acid', 'Hydrolyzed Hyaluronic Acid', 'Phospholipids', 'Sodium Hyaluronate', 'Honey']","['Apricot Kernel Oil Polyglyceryl-6 Esters', 'Polyglyceryl-6 Oleate', 'Phospholipids', 'Sphingolipids']",[],[],[],[],"['Apricot Kernel Oil Polyglyceryl-6 Esters', 'Caprylyl Glycol']",[],[],"['Glycerin', 'Propanediol', 'Hyaluronic Acid', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Xanthan Gum', 'Hexylene Glycol']",[],[],[]
AXIS - Y,Advanced Aqua Boosting Ampoule,serum,,"['Water' 'Dipropylene Glycol' 'Butylene Glycol' 'Pvp' 'Glycerin'
 'Ammonium Acryloyldimethyltaurate/Vp Copolymer' 'Polyglyceryl-10 Laurate'
 'Caprylyl Glycol' '2-Hexanediol' 'Glyceryl Glucoside'
 'Oenothera Biennis Flower Extract' 'Ulmus Davidiana Root Extract'
 'Pueraria Lobata Root Extract' 'Pinus Palustris Leaf Extract'
 'Dipotassium Glycyrrhizate' 'Tocopherol' 'Portulaca Oleracea Extract'
 'Centella Asiatica Extract' 'Madecassic Acid' 'Asiatic Acid'
 'Madecassoside' 'Asiaticoside' 'Sodium Hyaluronate'
 'Hydroxypropyltrimonium Hyaluronate' 'Hydrolyzed Hyaluronic Acid'
 'Sodium Acetylated Hyaluronate' 'Hyaluronic Acid'
 'Hydrolyzed Sodium Hyaluronate' 'Sodium Hyaluronate Crosspolymer'
 'Potassium Hyaluronate' 'Disodium EDTA' 'Hydroxyacetophenone'
 'Ethylhexylglycerin']",33,"['good_for_oily_skin' 'redness_reducing' 'skin_texture' 'anti_aging'
 'scar_healing' 'brightening' 'irritating']","['good_for_oily_skin' 'redness_reducing' 'skin_texture' 'anti_aging'
 'scar_healing' 'brightening']",['irritating'],[],6,1,0,False,False,False,False,True,False,False,False,False,False,False,True,"['Glyceryl Glucoside', 'Oenothera Biennis Flower Extract', 'Ulmus Davidiana Root Extract', 'Pueraria Lobata Root Extract', 'Pinus Palustris Leaf Extract', 'Dipotassium Glycyrrhizate', 'Tocopherol', 'Portulaca Oleracea Extract', 'Centella Asiatica Extract', 'Madecassic Acid', 'Asiatic Acid', 'Madecassoside', 'Asiaticoside', 'Sodium Hyaluronate', 'Sodium Acetylated Hyaluronate', 'Hyaluronic Acid', 'Sodium Hyaluronate Crosspolymer', 'Hydroxyacetophenone']","['Butylene Glycol', 'Glycerin', 'Glyceryl Glucoside', 'Ulmus Davidiana Root Extract', 'Sodium Hyaluronate', 'Hydroxypropyltrimonium Hyaluronate', 'Hydrolyzed Hyaluronic Acid', 'Sodium Acetylated Hyaluronate', 'Hyaluronic Acid', 'Hydrolyzed Sodium Hyaluronate', 'Sodium Hyaluronate Crosspolymer', 'Hydroxyacetophenone', 'Ethylhexylglycerin']",[],[],[],[],[],"['Caprylyl Glycol', 'Oenothera Biennis Flower Extract', 'Ulmus Davidiana Root Extract', 'Pueraria Lobata Root Extract', 'Pinus Palustris Leaf Extract', 'Dipotassium Glycyrrhizate', 'Portulaca Oleracea Extract', 'Centella Asiatica Extract', 'Madecassic Acid', 'Madecassoside', 'Asiaticoside']",[],"['PVP', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Hydroxypropyltrimonium Hyaluronate']","['Dipropylene Glycol', 'Butylene Glycol', 'Glycerin', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Hyaluronic Acid']",[],[],[]
Martha-Jane's Apothecary,All-in-One Glow Water,exfoliator,United States,"['Water' 'Glycerin' 'Propanediol' 'Butylene Glycol' 'Sodium Lactate'
 'Lactobacillus' 'Emblica Officinalis Fruit Powder'
 'Rosa Canina Fruit Oil' 'Oryza Sativa Bran Oil' 'Hydrolyzed Rice Protein'
 'Leuconostoc/Radish Root Ferment Filtrate'
 'Lactobacillus/Leuconostoc/Coconut Fruit Extract Ferment Filtrate'
 'Medicago Sativa Extract' 'Malpighia Emarginata Fruit Extract'
 'Camellia Sinensis Leaf Extract' 'Propylene Glycol' 'Sodium PCA'
 'Beta-Glucan' 'Allantoin' 'Tripeptide-29' 'Arginine' 'Carnitine'
 'Glycine' 'Histidine' 'Leucine' 'Lysine' 'Phenylalanine' 'Proline'
 'Theanine' 'Threonine' 'Tyrosine' 'Valine' 'Acetyl Glucosamine'
 'Ferulic Acid' 'Ascorbic Acid' 'Citric Acid' 'Tocopherol' 'Tocotrienols'
 'Bentonite']",39,['redness_reducing' 'skin_texture' 'anti_aging' 'dark_spots' 'brightening'],['redness_reducing' 'skin_texture' 'anti_aging' 'dark_spots' 'brightening'],[],[],5,0,0,False,False,False,True,False,False,False,True,False,False,True,True,"['Rosa Canina Fruit Oil', 'Lactobacillus/Leuconostoc/Coconut Fruit Extract Ferment Filtrate', 'Medicago Sativa Extract', 'Malpighia Emarginata Fruit Extract', 'Camellia Sinensis Leaf Extract', 'Beta-Glucan', 'Arginine', 'Carnitine', 'Histidine', 'Lysine', 'Phenylalanine', 'Theanine', 'Threonine', 'Acetyl Glucosamine', 'Ferulic Acid', 'Ascorbic Acid', 'Tocopherol', 'Tocotrienols']","['Glycerin', 'Butylene Glycol', 'Sodium Lactate', 'Propylene Glycol', 'Sodium PCA', 'Arginine', 'Glycine', 'Leucine', 'Lysine', 'Proline', 'Theanine', 'Threonine', 'Valine', 'Acetyl Glucosamine']","['Rosa Canina Fruit Oil', 'Theanine']",['Bentonite'],"['Hydrolyzed Rice Protein', 'Tripeptide-29']",[],[],"['Rosa Canina Fruit Oil', 'Hydrolyzed Rice Protein', 'Leuconostoc/Radish Root Ferment Filtrate', 'Lactobacillus/Leuconostoc/Coconut Fruit Extract Ferment Filtrate', 'Medicago Sativa Extract', 'Malpighia Emarginata Fruit Extract', 'Camellia Sinensis Leaf Extract', 'Beta-Glucan', 'Allantoin', 'Ferulic Acid']",['Bentonite'],[],"['Glycerin', 'Propanediol', 'Butylene Glycol', 'Propylene Glycol', 'Beta-Glucan', 'Bentonite']",[],[],[]
Peach & Lily,Retinal for All Renewing Serum,serum,South Korea,"['Water' 'Caprylic/Capric Triglyceride' 'Cetearyl Alcohol'
 'Butylene Glycol' 'Glycerin' 'Cyclodextrin' 'Sorbitan Stearate'
 'Cetyl Ethylhexanoate' 'Daucus Carota Sativa Root Water'
 'Camellia Japonica Flower Extract' 'Rubus Chamaemorus Seed Oil'
 'Sodium Hyaluronate' 'Ectoin' 'Behenic Acid' 'Eclipta Prostrata Extract'
 'Polyacrylate Crosspolymer-6' 'Bisabolol' 'Ceramide NP' 'Ceramide AP'
 'Phytosphingosine' 'Cholesterol' 'Rhynchosia Nulubilis Seed Extract'
 'Retinal' 'Lonicera Japonica Flower Extract' 'Dextrin'
 'Polygonum Multiflorum Root Extract' 'Moringa Oleifera Seed Oil'
 'Ceramide EOP' 'Polyacrylate-13'
 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer'
 'Sesamum Indicum Seed Extract' 'Melia Azadirachta Leaf Extract'
 'Gardenia Florida Fruit Extract' 'Lonicera Caprifolium Flower Extract'
 'Hydrogenated Polyisobutene' 'Methylpropanediol' 'Potassium Sorbate'
 'Sodium Cetearyl Sulfate' 'Polyglyceryl-6 Behenate' 'Glyceryl Caprylate'
 'Hydroxyacetophenone' 'Phytosteryl Oleate' 'Sucrose Cocoate'
 'Polyglyceryl-10 Laurate' 'Ethylhexyl Palmitate' 'Sorbitan Isostearate'
 'Polyglyceryl-10 Stearate' 'Pentylene Glycol' 'Ceramide Ns'
 'Triethyl Citrate' 'Tocopherol' 'Sodium Levulinate' 'Glyceryl Stearate'
 'Sorbitan Olivate' 'Ethylhexylglycerin' 'Cetearyl Olivate' 'Propanediol']",57,"['good_for_oily_skin' 'redness_reducing' 'reduces_irritation'
 'skin_texture' 'reduces_large_pores' 'anti_aging' 'dark_spots'
 'scar_healing' 'acne_fighting' 'brightening' 'drying' 'acne_trigger'
 'irritating']","['good_for_oily_skin' 'redness_reducing' 'reduces_irritation'
 'skin_texture' 'reduces_large_pores' 'anti_aging' 'dark_spots'
 'scar_healing' 'acne_fighting' 'brightening']",['drying' 'acne_trigger' 'irritating'],[],10,3,0,False,False,False,False,True,False,True,False,False,True,False,True,"['Camellia Japonica Flower Extract', 'Sodium Hyaluronate', 'Ectoin', 'Eclipta Prostrata Extract', 'Bisabolol', 'Rhynchosia Nulubilis Seed Extract', 'Retinal', 'Polygonum Multiflorum Root Extract', 'Moringa Oleifera Seed Oil', 'Sesamum Indicum Seed Extract', 'Melia Azadirachta Leaf Extract', 'Gardenia Florida Fruit Extract', 'Hydroxyacetophenone', 'Tocopherol']","['Butylene Glycol', 'Glycerin', 'Sodium Hyaluronate', 'Methylpropanediol', 'Hydroxyacetophenone', 'Polyglyceryl-10 Stearate', 'Pentylene Glycol', 'Sodium Levulinate', 'Ethylhexylglycerin']","['Caprylic/Capric Triglyceride', 'Cetearyl Alcohol', 'Cetyl Ethylhexanoate', 'Rubus Chamaemorus Seed Oil', 'Ectoin', 'Ceramide NP', 'Ceramide AP', 'Phytosphingosine', 'Cholesterol', 'Moringa Oleifera Seed Oil', 'Ceramide EOP', 'Hydrogenated Polyisobutene', 'Glyceryl Caprylate', 'Sucrose Cocoate', 'Ethylhexyl Palmitate', 'Ceramide NS', 'Glyceryl Stearate']",[],[],['Retinal'],[],"['Caprylic/Capric Triglyceride', 'Camellia Japonica Flower Extract', 'Rubus Chamaemorus Seed Oil', 'Eclipta Prostrata Extract', 'Bisabolol', 'Rhynchosia Nulubilis Seed Extract', 'Lonicera Japonica Flower Extract', 'Polygonum Multiflorum Root Extract', 'Moringa Oleifera Seed Oil', 'Sesamum Indicum Seed Extract', 'Melia Azadirachta Leaf Extract', 'Gardenia Florida Fruit Extract', 'Lonicera Caprifolium Flower Extract']",['Dextrin'],[],"['Caprylic/Capric Triglyceride', 'Cetearyl Alcohol', 'Butylene Glycol', 'Glycerin', 'Sorbitan Stearate', 'Cetyl Ethylhexanoate', 'Behenic Acid', 'Polyacrylate Crosspolymer-6', 'Dextrin', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Hydrogenated Polyisobutene', 'Sucrose Cocoate', 'Ethylhexyl Palmitate', 'Triethyl Citrate', 'Cetearyl Olivate', 'Propanediol']",[],[],[]
Isntree,Clear Skin BHA Toner,toner,South Korea,"['Water' 'Glycerin' 'Butylene Glycol' 'Betaine Salicylate'
 'Hizikia Fusiforme Extract' 'Codium Fragile Extract'
 'Ecklonia Cava Extract' 'Gelidium Cartilagineum Extract'
 'Salix Alba Bark Extract' 'Centella Asiatica Extract'
 'Portulaca Oleracea Extract' 'Sodium Hyaluronate' 'Soy Isoflavones'
 'Chamomilla Recutita Flower Extract' 'Glycyrrhiza Glabra Root Extract'
 'Aloe Barbadensis Leaf Juice Powder' 'Allantoin'
 'Dipotassium Glycyrrhizate' 'Panthenol' 'Sodium Hydroxide' 'Xanthan Gum']",21,['redness_reducing' 'reduces_irritation' 'reduces_large_pores'],['redness_reducing' 'reduces_irritation' 'reduces_large_pores'],[],[],3,0,0,False,False,False,False,True,False,False,False,False,False,False,True,"['Hizikia Fusiforme Extract', 'Codium Fragile Extract', 'Ecklonia Cava Extract', 'Gelidium Cartilagineum Extract', 'Salix Alba Bark Extract', 'Centella Asiatica Extract', 'Portulaca Oleracea Extract', 'Sodium Hyaluronate', 'Soy Isoflavones', 'Chamomilla Recutita Flower Extract', 'Glycyrrhiza Glabra Root Extract', 'Dipotassium Glycyrrhizate']","['Glycerin', 'Butylene Glycol', 'Sodium Hyaluronate', 'Panthenol']",[],[],[],[],['Betaine Salicylate'],"['Hizikia Fusiforme Extract', 'Codium Fragile Extract', 'Ecklonia Cava Extract', 'Gelidium Cartilagineum Extract', 'Salix Alba Bark Extract', 'Centella Asiatica Extract', 'Portulaca Oleracea Extract', 'Soy Isoflavones', 'Chamomilla Recutita Flower Extract', 'Glycyrrhiza Glabra Root Extract', 'Aloe Barbadensis Leaf Juice Powder', 'Allantoin', 'Dipotassium Glycyrrhizate']",[],[],"['Glycerin', 'Butylene Glycol', 'Xanthan Gum']",[],[],[]
Babor,AHA Peeling Overnight,serum,United Kingdom,"['Water' 'Pentylene Glycol' 'Arginine' 'Glycolic Acid' 'Xanthan Gum'
 'Phenoxyethanol' 'Panthenol' 'Sodium Lactate' 'Sodium PCA' 'Glycerin'
 'Lecithin' 'Ethylhexylglycerin' 'Biosaccharide Gum-1' 'Sodium Benzoate'
 'Glycine' 'Fructose' 'Inositol' 'Lactic Acid' 'Niacinamide' 'Urea'
 'Pantolactone' 'Citric Acid' 'Hexanoyl Dipeptide-3 Norleucine Acetate']",23,"['good_for_oily_skin' 'redness_reducing' 'reduces_irritation'
 'skin_texture' 'reduces_large_pores' 'anti_aging' 'dark_spots'
 'acne_fighting' 'brightening' 'drying' 'irritating' 'rosacea' 'eczema']","['good_for_oily_skin' 'redness_reducing' 'reduces_irritation'
 'skin_texture' 'reduces_large_pores' 'anti_aging' 'dark_spots'
 'acne_fighting' 'brightening']",['drying' 'irritating'],['rosacea' 'eczema'],9,2,2,False,False,False,False,False,True,False,True,False,False,True,True,"['Arginine', 'Niacinamide']","['Pentylene Glycol', 'Arginine', 'Glycolic Acid', 'Panthenol', 'Sodium Lactate', 'Sodium PCA', 'Glycerin', 'Ethylhexylglycerin', 'Biosaccharide Gum-1', 'Glycine', 'Fructose', 'Lactic Acid', 'Niacinamide', 'Urea', 'Pantolactone']",['Lecithin'],[],['Hexanoyl Dipeptide-3 Norleucine Acetate'],[],"['Glycolic Acid', 'Lactic Acid', 'Urea', 'Hexanoyl Dipeptide-3 Norleucine Acetate']",[],[],['Biosaccharide Gum-1'],"['Xanthan Gum', 'Glycerin', 'Biosaccharide Gum-1']",[],[],[]
Vegreen,Alcohol-Free Nature Mucin Toner,toner,South Korea,"['Dioscorea Villosa Root Extract 68%' 'Water' 'Butylene Glycol' 'Glycerin'
 'Panthenol' '2-Hexanediol' 'Carbomer' 'Arginine' 'Pentylene Glycol'
 'Sodium Hyaluronate' 'Sodium Hyaluronate Crosspolymer'
 'Hydrolyzed Hyaluronic Acid' 'Hyaluronic Acid'
 'Centella Asiatica Leaf Water' 'Ethylhexylglycerin']",15,"['good_for_oily_skin' 'reduces_irritation' 'skin_texture' 'anti_aging'
 'scar_healing' 'brightening' 'irritating']","['good_for_oily_skin' 'reduces_irritation' 'skin_texture' 'anti_aging'
 'scar_healing' 'brightening']",['irritating'],[],6,1,0,False,False,False,False,True,False,False,False,False,False,False,True,"['Dioscorea Villosa Root Extract 68%', 'Arginine', 'Sodium Hyaluronate', 'Sodium Hyaluronate Crosspolymer', 'Hyaluronic Acid', 'Centella Asiatica Leaf Water']","['Butylene Glycol', 'Glycerin', 'Panthenol', 'Arginine', 'Pentylene Glycol', 'Sodium Hyaluronate', 'Sodium Hyaluronate Crosspolymer', 'Hydrolyzed Hyaluronic Acid', 'Hyaluronic Acid', 'Centella Asiatica Leaf Water', 'Ethylhexylglycerin']",[],[],[],[],[],"['Dioscorea Villosa Root Extract 68%', 'Centella Asiatica Leaf Water']",[],[],"['Butylene Glycol', 'Glycerin', 'Carbomer', 'Hyaluronic Acid']",[],[],[]
Sweet Chef,Ginger Vitamin C Serum Shot,serum,South Korea,"['Water' 'Glycerin' 'Methyl Gluceth-20' 'Ceramide AP' '2-Hexanediol'
 'Propanediol' 'Zingiber Officinale Root Extract' 'Ascorbic Acid'
 'Corallina Officinalis Extract' 'Curcuma Longa Root Extract'
 'Ocimum Sanctum Leaf Extract' 'Chondrus Crispus Extract'
 'Saccharum Officinarum Extract' 'Melia Azadirachta Flower Extract'
 'Choleth-24' 'Carbomer' 'Tromethamine' 'Xanthan Gum' 'Ethylhexylglycerin'
 'Disodium EDTA' 'Melia Azadirachta Leaf Extract' 'Butylene Glycol'
 'Cyanocobalamin' 'Lavandula Angustifolia Oil']",24,"['hydrating' 'redness_reducing' 'skin_texture' 'anti_aging' 'dark_spots'
 'brightening']","['hydrating' 'redness_reducing' 'skin_texture' 'anti_aging' 'dark_spots'
 'brightening']",[],[],6,0,0,True,False,True,True,False,False,True,False,False,False,False,True,"['Zingiber Officinale Root Extract', 'Ascorbic Acid', 'Corallina Officinalis Extract', 'Curcuma Longa Root Extract', 'Ocimum Sanctum Leaf Extract', 'Chondrus Crispus Extract', 'Saccharum Officinarum Extract', 'Melia Azadirachta Flower Extract', 'Melia Azadirachta Leaf Extract', 'Cyanocobalamin']","['Glycerin', 'Methyl Gluceth-20', 'Ethylhexylglycerin', 'Butylene Glycol']","['Ceramide AP', 'Corallina Officinalis Extract']",[],[],[],[],"['Zingiber Officinale Root Extract', 'Corallina Officinalis Extract', 'Curcuma Longa Root Extract', 'Ocimum Sanctum Leaf Extract', 'Chondrus Crispus Extract', 'Saccharum Officinarum Extract', 'Melia Azadirachta Flower Extract', 'Melia Azadirachta Leaf Extract', 'Lavandula Angustifolia Oil']",[],[],"['Glycerin', 'Propanediol', 'Carbomer', 'Xanthan Gum', 'Butylene Glycol']",['Lavandula Angustifolia Oil'],['Lavandula Angustifolia Oil'],[]
